@var: pct = 1.3065E-22*Tgas
@format:idx,R,R,R,P,P,P,rate
@photo_start
709,C2H2,CH3,,CH,C2H4,,2.230000E-10*Tgas**(0.0000)*exp(-(-1.730000E+02)/Tgas)*pct**(0)/exp(-2.9830995479999998*(log(Tgas)-1)+0.03273436623*Tgas/2+-8.546785930000001e-05*Tgas**2/6+8.73931887e-08*Tgas**3/12+-3.161728295e-11*Tgas**4/20--32898.834180000005/Tgas+9.43162527)
710,CO,CH3,,HCO,CH2,,3.010000E-11*Tgas**(0.0000)*exp(-(0.000000E+00)/Tgas)*pct**(0)/exp(-0.7184113599999997*(log(Tgas)-1)+0.00356308418*Tgas/2+-9.701296309999998e-06*Tgas**2/6+1.1201490059999999e-08*Tgas**3/12+-4.46496783e-12*Tgas**4/20--47666.16845/Tgas+0.1206165600000002)
711,CH2O,CH3,,CH2OH,CH2,,2.010000E-12*Tgas**(0.0000)*exp(-(0.000000E+00)/Tgas)*pct**(0)/exp(0.2550011900000002*(log(Tgas)-1)+-0.00770495105*Tgas/2+1.2758544089999999e-05*Tgas**2/6+-4.571299299999995e-09*Tgas**3/12+-7.997946600000013e-13*Tgas**4/20--40304.09862/Tgas+-2.7857658319999996)
712,CH3O,CH3,,CH3OH,CH2,,2.390000E-23*Tgas**(3.1000)*exp(-(3.490000E+03)/Tgas)*pct**(0)/exp(-2.00710425*(log(Tgas)-1)+0.01434639414*Tgas/2+-2.825380270999999e-05*Tgas**2/6+2.5400568400000008e-08*Tgas**3/12+-8.570294259999999e-12*Tgas**4/20--2529.9721599999975/Tgas+7.390295097999999)
713,HCO,CH3,,CH3CO,H,,3.320000E-11*Tgas**(0.0000)*exp(-(0.000000E+00)/Tgas)*pct**(0)/exp(1.3588553000000005*(log(Tgas)-1)+-0.00207144954*Tgas/2+-1.1248595300000004e-05*Tgas**2/6+1.9205465199999998e-08*Tgas**3/12+-8.456999520000002e-12*Tgas**4/20--2496.458349999997/Tgas+-2.43320126)
714,CH2O,CH3OH,,CH2OH,CH3O,,4.000000E-11*Tgas**(0.0000)*exp(-(0.000000E+00)/Tgas)*pct**(0)/exp(2.262105440000001*(log(Tgas)-1)+-0.02205134519*Tgas/2+4.101234679999999e-05*Tgas**2/6+-2.9971867700000004e-08*Tgas**3/12+7.7704996e-12*Tgas**4/20--37774.12646/Tgas+-10.17606093)
715,CH,HCN,,CH2,CN,,5.310000E-12*Tgas**(0.0000)*exp(-(2.500000E+03)/Tgas)*pct**(0)/exp(-1.58136886*(log(Tgas)-1)+0.010054472237*Tgas/2+-1.9352477019999998e-05*Tgas**2/6+1.7048476708e-08*Tgas**3/12+-5.596554943000001e-12*Tgas**4/20--12329.718400000003/Tgas+5.26523703)
716,CH4,N,,CH3,NH,,1.000000E-13*Tgas**(0.0000)*exp(-(0.000000E+00)/Tgas)*pct**(0)/exp(0.49812725000000047*(log(Tgas)-1)+-0.01613863462*Tgas/2+4.5405619379999996e-05*Tgas**2/6+-4.505880762e-08*Tgas**3/12+1.557973166e-11*Tgas**4/20--12669.3724/Tgas+-3.9612035899999993)
717,CH4,NH,,CH3,NH2,,4.650000E-18*Tgas**(1.9400)*exp(-(4.635000E+03)/Tgas)*pct**(0)/exp(0.7920478299999996*(log(Tgas)-1)+-0.01346901491*Tgas/2+3.5749925479999995e-05*Tgas**2/6+-3.484638723e-08*Tgas**3/12+1.195241386e-11*Tgas**4/20--5748.394600000007/Tgas+-4.367934405600001)
718,CH2,HCN,,CH3,CN,,1.660000E-13*Tgas**(0.7000)*exp(-(1.500000E+03)/Tgas)*pct**(0)/exp(-1.2931499400000002*(log(Tgas)-1)+0.010151377937*Tgas/2+-1.87739452e-05*Tgas**2/6+1.3526565008e-08*Tgas**3/12+-3.3519047230000003e-12*Tgas**4/20--7668.416199999998/Tgas+5.013376429999999)
719,NH,C2H2,,NH2,C2H,,4.000000E-11*Tgas**(0.0000)*exp(-(0.000000E+00)/Tgas)*pct**(0)/exp(-2.7890268679999997*(log(Tgas)-1)+0.012420551290000002*Tgas/2+-1.5610518320000003e-05*Tgas**2/6+6.797566670000004e-09*Tgas**3/12+-3.4212518999999985e-13*Tgas**4/20--19712.98059999999/Tgas+9.6930280344)
720,NH3,C2H2,,NH2,C2H3,,5.000000E-11*Tgas**(0.0000)*exp(-(0.000000E+00)/Tgas)*pct**(0)/exp(-2.2863253880000007*(log(Tgas)-1)+0.019454021118*Tgas/2+-4.9015706739999996e-05*Tgas**2/6+5.0278064350000005e-08*Tgas**3/12+-1.8320663180000003e-11*Tgas**4/20--35939.841839999994/Tgas+4.770545774399999)
721,NH3,C2H4,,NH2,C2H5,,3.150000E-11*Tgas**(0.0000)*exp(-(0.000000E+00)/Tgas)*pct**(0)/exp(-0.013887070000000445*(log(Tgas)-1)+-0.0076432507399999995*Tgas/2+2.329586616e-05*Tgas**2/6+-2.5654659950000007e-08*Tgas**3/12+9.74707367e-12*Tgas**4/20--35773.12216/Tgas+-1.6037650956)
722,OH,N,,O,NH,,1.160000E-11*Tgas**(0.0000)*exp(-(0.000000E+00)/Tgas)*pct**(0)/exp(-0.16923323000000057*(log(Tgas)-1)+0.0005664565700000002*Tgas/2+-5.373573499999998e-07*Tgas**2/6+-2.3277083999999983e-10*Tgas**3/12+2.862444700000001e-13*Tgas**4/20--11754.695039999984/Tgas+0.18962713300000011)
723,NO,H,,O,NH,,1.160000E-10*Tgas**(0.0000)*exp(-(0.000000E+00)/Tgas)*pct**(0)/exp(0.05738148999999915*(log(Tgas)-1)+-0.00167235812*Tgas/2+5.8903072200000005e-06*Tgas**2/6+-5.694162849999999e-09*Tgas**3/12+1.72859819e-12*Tgas**4/20--35909.471759999986/Tgas+-2.0663560299999997)
724,H2O,N,,OH,NH,,3.320000E-15*Tgas**(1.2000)*exp(-(0.000000E+00)/Tgas)*pct**(0)/exp(-0.7862994099999998*(log(Tgas)-1)+5.286913000000001e-05*Tgas/2+3.3927675499999998e-06*Tgas**2/6+-4.09043786e-09*Tgas**3/12+1.44448214e-12*Tgas**4/20--19663.958559999992/Tgas+1.6005485369999999)
725,O,NH2,,OH,NH,,1.660000E-12*Tgas**(0.1000)*exp(-(5.800000E+03)/Tgas)*pct**(0)/exp(-0.12468735000000031*(log(Tgas)-1)+-0.00323607628*Tgas/2+1.0193051249999999e-05*Tgas**2/6+-9.97964955e-09*Tgas**3/12+3.3410733299999998e-12*Tgas**4/20-4833.717240000005/Tgas+0.21710368259999985)
726,H2O,NH,,NH2,OH,,1.490000E-16*Tgas**(1.5000)*exp(-(-2.300000E+02)/Tgas)*pct**(0)/exp(-0.4923788300000007*(log(Tgas)-1)+0.0027224888399999996*Tgas/2+-6.262926350000001e-06*Tgas**2/6+6.121982530000001e-09*Tgas**3/12+-2.18283566e-12*Tgas**4/20--12742.980759999999/Tgas+1.1938177214)
727,N2,H,,N,NH,,1.070000E-12*Tgas**(0.5100)*exp(-(9.300000E+00)/Tgas)*pct**(0)/exp(0.03805491000000005*(log(Tgas)-1)+-0.000435456708*Tgas/2+9.860668469999999e-07*Tgas**2/6+-4.6367899999999864e-11*Tgas**3/12+-3.7310319000000004e-13*Tgas**4/20--73783.92648/Tgas+-3.521471)
728,NH,HCN,,N2,CH2,,1.660000E-11*Tgas**(0.0000)*exp(-(3.723700E+04)/Tgas)*pct**(0)/exp(-1.4966213800000001*(log(Tgas)-1)+0.009212591608*Tgas/2+-1.6510996057e-05*Tgas**2/6+1.36270008e-08*Tgas**3/12+-4.28778955e-12*Tgas**4/20-11870.878480000001/Tgas+6.0442195)
729,CO,NH,,NO,CH,,2.000000E-10*Tgas**(0.0000)*exp(-(0.000000E+00)/Tgas)*pct**(0)/exp(-0.6358733899999995*(log(Tgas)-1)+0.00401700167*Tgas/2+-9.82658178e-06*Tgas**2/6+9.56639295e-09*Tgas**3/12+-3.3395020899999996e-12*Tgas**4/20--52743.968440000004/Tgas+0.99186492)
730,N2,OH,,NO,NH,,1.010000E-10*Tgas**(-0.5000)*exp(-(6.000000E+01)/Tgas)*pct**(0)/exp(-0.1885598100000001*(log(Tgas)-1)+0.0018033579820000006*Tgas/2+-5.441597723000002e-06*Tgas**2/6+5.415024109999999e-09*Tgas**3/12+-1.8154569100000001e-12*Tgas**4/20--49629.14976/Tgas+-1.265487837)
731,N2,H2O,,NO,NH2,,7.900000E-09*Tgas**(-1.1000)*exp(-(9.800000E+01)/Tgas)*pct**(0)/exp(-0.680938639999999*(log(Tgas)-1)+0.004525846822*Tgas/2+-1.1704524072999998e-05*Tgas**2/6+1.153700664e-08*Tgas**3/12+-3.99829257e-12*Tgas**4/20--62372.13052/Tgas+-0.07167011560000025)
732,H,CN,,NH,C,,1.050000E-12*Tgas**(0.5000)*exp(-(0.000000E+00)/Tgas)*pct**(0)/exp(0.06537081999999961*(log(Tgas)-1)+-0.000943273737*Tgas/2+2.89284676e-06*Tgas**2/6+-2.054440958e-09*Tgas**3/12+2.9866962300000003e-13*Tgas**4/20--50366.589799999994/Tgas+-2.8439538599999996)
733,N2,H2,,NH,NH,,8.520000E-11*Tgas**(0.0000)*exp(-(0.000000E+00)/Tgas)*pct**(0)/exp(0.04717722000000002*(log(Tgas)-1)+-0.0006607048626*Tgas/2+2.211449783e-06*Tgas**2/6+-2.190735299e-09*Tgas**3/12+6.333699994e-13*Tgas**4/20--86305.23346999999/Tgas+-4.98798667)
734,NH3,H,,NH2,H2,,2.490000E-20*Tgas**(2.6000)*exp(-(3.007000E+03)/Tgas)*pct**(0)/exp(-0.7333013299999998*(log(Tgas)-1)+-0.0037283369253999997*Tgas/2+1.4727270404000001e-05*Tgas**2/6+-1.5373232270999998e-08*Tgas**3/12+5.3683420405999996e-12*Tgas**4/20--1373.8909500000009/Tgas+2.5580453344)
735,CH3,NH3,,NH2,CH4,,7.800000E-12*Tgas**(0.0000)*exp(-(4.680000E+03)/Tgas)*pct**(0)/exp(-1.222306269999999*(log(Tgas)-1)+0.012185049540000001*Tgas/2+-2.945296604e-05*Tgas**2/6+2.7541207950000004e-08*Tgas**3/12+-9.204916430000001e-12*Tgas**4/20--1225.8255399999998/Tgas+5.0527332544000005)
736,H2,NO,,NH2,O,,8.300000E-12*Tgas**(0.0000)*exp(-(0.000000E+00)/Tgas)*pct**(0)/exp(0.36042438*(log(Tgas)-1)+0.0007720134353999993*Tgas/2+-2.5400037439999977e-06*Tgas**2/6+2.3738901409999995e-09*Tgas**3/12+-8.922464206000001e-13*Tgas**4/20--41509.800950000004/Tgas+-3.9396025156)
737,NH2,H2O,,NH3,OH,,7.490000E-14*Tgas**(0.5600)*exp(-(7.300000E+02)/Tgas)*pct**(0)/exp(-0.06212038999999869*(log(Tgas)-1)+0.004006454209999999*Tgas/2+-1.255988579e-05*Tgas**2/6+1.3427161809999999e-08*Tgas**3/12+-4.93033309e-12*Tgas**4/20--5768.760619999997/Tgas+0.5090188726000001)
738,NH3,NH,,NH2,NH2,,9.350000E-24*Tgas**(3.5300)*exp(-(2.780000E+02)/Tgas)*pct**(0)/exp(-0.43025844000000024*(log(Tgas)-1)+-0.0012839653699999998*Tgas/2+6.296959440000001e-06*Tgas**2/6+-7.305179279999998e-09*Tgas**3/12+2.7474974300000005e-12*Tgas**4/20--6974.220140000005/Tgas+0.6847988488000001)
739,HCN,NH2,,NH3,CN,,1.520000E-11*Tgas**(0.0000)*exp(-(-1.800000E+02)/Tgas)*pct**(0)/exp(-1.6223200500000008*(log(Tgas)-1)+0.014645852596999999*Tgas/2+-2.995261647e-05*Tgas**2/6+2.5432975358e-08*Tgas**3/12+-7.877392053000001e-12*Tgas**4/20--9224.223060000004/Tgas+6.1879617856)
740,CO,NH,,HCN,O,,9.010000E-16*Tgas**(1.2100)*exp(-(3.820000E+03)/Tgas)*pct**(0)/exp(1.6452047800000003*(log(Tgas)-1)+-0.00707028663*Tgas/2+6.236140760000001e-06*Tgas**2/6+-5.753017800000008e-10*Tgas**3/12+-1.04398928e-12*Tgas**4/20--15950.689600000005/Tgas+-5.6114940299999985)
741,N2H2,H,,NH,NH2,,6.980000E-10*Tgas**(-0.2700)*exp(-(-3.900000E+01)/Tgas)*pct**(0)/exp(-0.27427022*(log(Tgas)-1)+-0.009044955450000001*Tgas/2+3.346315384e-05*Tgas**2/6+-3.588277147e-08*Tgas**3/12+1.296502308e-11*Tgas**4/20--14994.450699999998/Tgas+-2.113526716)
742,NH3,N2H,,NH2,N2H2,,3.000000E-18*Tgas**(1.9400)*exp(-(-5.800000E+02)/Tgas)*pct**(0)/exp(-0.3871426400000013*(log(Tgas)-1)+0.0036864156600000006*Tgas/2+-1.0409191939999994e-05*Tgas**2/6+1.0287869750000006e-08*Tgas**3/12+-3.7358733599999995e-12*Tgas**4/20--21924.84584/Tgas+1.9404608747999998)
743,N2H,H2,,N2H2,H,,7.970000E-16*Tgas**(1.5000)*exp(-(7.950000E+02)/Tgas)*pct**(0)/exp(0.34615868999999977*(log(Tgas)-1)+0.0074147525854*Tgas/2+-2.5136462343999997e-05*Tgas**2/6+2.5661102021000005e-08*Tgas**3/12+-9.104215400599998e-12*Tgas**4/20--20550.954889999997/Tgas+-0.6175844596000002)
744,N2H,CH4,,N2H2,CH3,,2.660000E-18*Tgas**(1.8700)*exp(-(1.495000E+03)/Tgas)*pct**(0)/exp(0.8351636300000003*(log(Tgas)-1)+-0.00849863388*Tgas/2+1.9043774100000006e-05*Tgas**2/6+-1.7253338199999994e-08*Tgas**3/12+5.469043070000003e-12*Tgas**4/20--20699.020300000004/Tgas+-3.1122723796000002)
745,N2H,H2O,,N2H2,OH,,4.000000E-18*Tgas**(2.0000)*exp(-(-6.000000E+02)/Tgas)*pct**(0)/exp(-0.44926303*(log(Tgas)-1)+0.00769286987*Tgas/2+-2.2969077729999994e-05*Tgas**2/6+2.3715031560000005e-08*Tgas**3/12+-8.66620645e-12*Tgas**4/20--27693.60646/Tgas+2.4494797474)
746,N2H4,N2H2,,N2H3,N2H3,,2.000000E-11*Tgas**(0.0000)*exp(-(0.000000E+00)/Tgas)*pct**(0)/exp(1.9028717*(log(Tgas)-1)+-0.014126349355*Tgas/2+3.1644681e-05*Tgas**2/6+-2.8775541600000005e-08*Tgas**3/12+9.625625799999998e-12*Tgas**4/20--18726.208599999998/Tgas+-9.8197785404)
747,N2,H2,,N2H,H,,4.000000E-16*Tgas**(1.5000)*exp(-(-4.500000E+02)/Tgas)*pct**(0)/exp(0.2783316400000002*(log(Tgas)-1)+0.0034138695574*Tgas/2+-1.4545552677e-05*Tgas**2/6+1.6098987141000003e-08*Tgas**3/12+-5.8482822906e-12*Tgas**4/20--56360.15707/Tgas+-4.13012198)
748,N2,NH3,,N2H,NH2,,1.530000E-18*Tgas**(1.9400)*exp(-(-5.800000E+02)/Tgas)*pct**(0)/exp(-0.45496968999999865*(log(Tgas)-1)+-0.00031446736799999996*Tgas/2+1.8171772700000162e-07*Tgas**2/6+7.257548700000011e-10*Tgas**3/12+-4.799402500000014e-13*Tgas**4/20--57734.04802/Tgas+-1.5720766456)
749,N2H,OH,,NH2,NO,,7.280000E-14*Tgas**(0.2900)*exp(-(-4.380000E+02)/Tgas)*pct**(0)/exp(-0.16384855999999992*(log(Tgas)-1)+0.0008338599800000001*Tgas/2+6.736439900000012e-07*Tgas**2/6+-2.6159100399999997e-09*Tgas**3/12+1.4119807700000002e-12*Tgas**4/20-1130.6781199999978/Tgas+0.9913876573999996)
750,N2,HNO,,N2H,NO,,1.990000E-18*Tgas**(2.0000)*exp(-(-6.000000E+02)/Tgas)*pct**(0)/exp(-0.40708425999999953*(log(Tgas)-1)+0.0022817694620000002*Tgas/2+-6.806320233000001e-06*Tgas**2/6+7.914113090000004e-09*Tgas**3/12+-3.066413489999999e-12*Tgas**4/20--28066.98362/Tgas+-0.8554983900000004)
751,N2H,OH,,N2H2,O,,5.500000E-16*Tgas**(1.5000)*exp(-(2.500000E+02)/Tgas)*pct**(0)/exp(0.16780314999999923*(log(Tgas)-1)+0.008206457310000002*Tgas/2+-2.6899202629999993e-05*Tgas**2/6+2.757269858e-08*Tgas**3/12+-9.824444119999999e-12*Tgas**4/20--19784.342940000002/Tgas+1.0385583433999999)
752,NH2,N2H,,NH,N2H2,,4.000000E-18*Tgas**(2.0000)*exp(-(-6.000000E+02)/Tgas)*pct**(0)/exp(0.043115799999999815*(log(Tgas)-1)+0.00497038103*Tgas/2+-1.6706151379999995e-05*Tgas**2/6+1.759304903e-08*Tgas**3/12+-6.48337079e-12*Tgas**4/20--14950.625699999997/Tgas+1.2556620259999995)
753,CO,NH2,,HNCO,H,,5.960000E-20*Tgas**(2.4900)*exp(-(1.180000E+03)/Tgas)*pct**(0)/exp(3.0314233500000007*(log(Tgas)-1)+-0.01721643166*Tgas/2+2.312960864e-05*Tgas**2/6+-1.289741677e-08*Tgas**3/12+2.4477911e-12*Tgas**4/20--3172.4222999999984/Tgas+-8.301763874399999)
754,HNCO,H,,HCN,OH,,9.300000E-30*Tgas**(4.7100)*exp(-(-2.480000E+02)/Tgas)*pct**(0)/exp(-1.5109059200000008*(log(Tgas)-1)+0.006910068749999999*Tgas/2+-6.700416630000001e-06*Tgas**2/6+2.34246544e-09*Tgas**3/12+-1.5070704999999998e-13*Tgas**4/20--7944.550059999998/Tgas+2.907373526999999)
755,NH3,CH2,,CH3,NH2,,2.660000E-18*Tgas**(1.8700)*exp(-(3.810000E+03)/Tgas)*pct**(0)/exp(0.3291701099999993*(log(Tgas)-1)+-0.004494474659999999*Tgas/2+1.1178671270000001e-05*Tgas**2/6+-1.1906410349999998e-08*Tgas**3/12+4.5254873299999994e-12*Tgas**4/20-1555.806859999997/Tgas+-1.1745853556000003)
756,N2H3,H2,,N2H4,H,,1.170000E-11*Tgas**(0.0000)*exp(-(1.260000E+03)/Tgas)*pct**(0)/exp(0.5886062400000003*(log(Tgas)-1)+0.0020846930204*Tgas/2+-1.5602622544000004e-05*Tgas**2/6+2.0435451621000004e-08*Tgas**3/12+-8.267545370599999e-12*Tgas**4/20--10789.469689999998/Tgas+-1.73303195)
757,CO,HCO,,O2,C2H,,4.000000E-12*Tgas**(0.0000)*exp(-(0.000000E+00)/Tgas)*pct**(0)/exp(1.1359464800000003*(log(Tgas)-1)+-0.014233220999999999*Tgas/2+3.324587139e-05*Tgas**2/6+-3.1784174049999995e-08*Tgas**3/12+1.097624432e-11*Tgas**4/20--76469.33558999999/Tgas+-3.0263940600000003)
758,CH2O,HCO,,O2,C2H3,,9.000000E-12*Tgas**(0.0000)*exp(-(0.000000E+00)/Tgas)*pct**(0)/exp(1.8850364400000004*(log(Tgas)-1)+-0.010498117352*Tgas/2+1.351565299e-05*Tgas**2/6+-4.372533909999996e-09*Tgas**3/12+-8.513197900000011e-13*Tgas**4/20--43917.79879/Tgas+-7.6616299020000005)
759,NO,OH,,NH,O2,,7.470000E-16*Tgas**(0.7900)*exp(-(6.010000E+02)/Tgas)*pct**(0)/exp(0.9351764699999991*(log(Tgas)-1)+-0.00435600935*Tgas/2+7.3027095000000006e-06*Tgas**2/6+-6.02009706e-09*Tgas**3/12+1.9607245500000004e-12*Tgas**4/20--27828.030639999997/Tgas+-3.329413927)
760,HNO,O,,NH,O2,,6.710000E-19*Tgas**(0.0900)*exp(-(5.370000E+03)/Tgas)*pct**(0)/exp(0.42811610999999994*(log(Tgas)-1)+-0.00627981417*Tgas/2+1.680468223e-05*Tgas**2/6+-1.611656767e-08*Tgas**3/12+5.4628220700000005e-12*Tgas**4/20--301.4691399999938/Tgas+-1.7109331399999999)
761,HNO,OH,,O2,NH2,,2.510000E-12*Tgas**(-0.3900)*exp(-(1.820000E+04)/Tgas)*pct**(0)/exp(0.5528034600000007*(log(Tgas)-1)+-0.0030437378899999994*Tgas/2+6.611630979999999e-06*Tgas**2/6+-6.1369181199999965e-09*Tgas**3/12+2.1217487400000007e-12*Tgas**4/20--5135.18638/Tgas+-1.9280368225999998)
762,N2O,H,,NH,NO,,4.140000E-08*Tgas**(-1.0300)*exp(-(4.200000E+02)/Tgas)*pct**(0)/exp(-2.9543991299999997*(log(Tgas)-1)+0.01563281352*Tgas/2+-2.322655762e-05*Tgas**2/6+1.654086135e-08*Tgas**3/12+-4.70055778e-12*Tgas**4/20--17735.63724/Tgas+6.18234941)
763,N2O,H2O,,NH2,NO2,,2.560000E-08*Tgas**(-1.4400)*exp(-(1.350000E+02)/Tgas)*pct**(0)/exp(-1.6802259599999996*(log(Tgas)-1)+0.01289978357*Tgas/2+-3.0486350739999997e-05*Tgas**2/6+2.991855175e-08*Tgas**3/12+-1.054970608e-11*Tgas**4/20--45634.898/Tgas+3.6874696144)
764,N2H3,NH3,,N2H4,NH2,,8.000000E-24*Tgas**(3.6000)*exp(-(3.860000E+02)/Tgas)*pct**(0)/exp(-0.14469508999999992*(log(Tgas)-1)+-0.0016436439049999996*Tgas/2+-8.753521400000014e-07*Tgas**2/6+5.0622193500000055e-09*Tgas**3/12+-2.8992033299999997e-12*Tgas**4/20--12163.360640000003/Tgas+0.8250133843999998)
765,CH2NH,H2,,CH2NH2,H,,6.640000E-16*Tgas**(1.5000)*exp(-(-4.500000E+02)/Tgas)*pct**(0)/exp(2.9397168099999997*(log(Tgas)-1)+-0.019871264014599998*Tgas/2+4.0141705156e-05*Tgas**2/6+-3.6063520679000004e-08*Tgas**3/12+1.2040303129399999e-11*Tgas**4/20-244.8928100000012/Tgas+-12.95374691)
766,CH2NH2,NH3,,CH3NH2,NH2,,4.650000E-18*Tgas**(1.9400)*exp(-(2.765000E+03)/Tgas)*pct**(0)/exp(-1.811800279999999*(log(Tgas)-1)+0.014300577019999998*Tgas/2+-3.562471374e-05*Tgas**2/6+3.4682910350000014e-08*Tgas**3/12+-1.191729493e-11*Tgas**4/20--7314.153480000001/Tgas+7.9708708044)
767,NH2,C2H5,,CH2NH2,CH3,,3.320000E-11*Tgas**(0.0000)*exp(-(1.360000E+03)/Tgas)*pct**(0)/exp(1.9212778700000008*(log(Tgas)-1)+-0.0150153209*Tgas/2+3.291462964e-05*Tgas**2/6+-3.0073375150000004e-08*Tgas**3/12+1.003784958e-11*Tgas**4/20-1116.0484000000033/Tgas+-7.5614282044)
768,CH2OH,NH2,,CH2NH2,OH,,6.640000E-11*Tgas**(0.0000)*exp(-(0.000000E+00)/Tgas)*pct**(0)/exp(1.8229374500000004*(log(Tgas)-1)+-0.00826930097*Tgas/2+1.3338028109999998e-05*Tgas**2/6+-1.0758951190000002e-08*Tgas**3/12+3.3505880600000024e-12*Tgas**4/20--2323.9356399999997/Tgas+-6.921812307400001)
769,CH2NH2,H2,,CH3NH2,H,,9.300000E-16*Tgas**(1.5000)*exp(-(2.750000E+03)/Tgas)*pct**(0)/exp(-1.0784989499999997*(log(Tgas)-1)+0.0180289139454*Tgas/2+-5.0351984144000004e-05*Tgas**2/6+5.005614262100001e-08*Tgas**3/12+-1.7285636970600002e-11*Tgas**4/20--5940.26253/Tgas+5.41282547)
770,H2CN,H2,,CH2NH,H,,4.000000E-14*Tgas**(0.0000)*exp(-(0.000000E+00)/Tgas)*pct**(0)/exp(0.18704246000000024*(log(Tgas)-1)+0.0093379587554*Tgas/2+-3.1326909444e-05*Tgas**2/6+3.3366614620999995e-08*Tgas**3/12+-1.2104297270599999e-11*Tgas**4/20--42416.02889/Tgas+-0.4841807100000004)
771,CH2NH,H2,,CH3,NH2,,7.970000E-13*Tgas**(-0.2000)*exp(-(9.765000E+03)/Tgas)*pct**(0)/exp(0.44593858999999947*(log(Tgas)-1)+-0.0126781912646*Tgas/2+4.4577019116e-05*Tgas**2/6+-5.1294045829e-08*Tgas**3/12+1.9651490149399997e-11*Tgas**4/20-4726.106810000001/Tgas+-4.7390345356)
772,CH2NH2,H,,CH3,NH2,,2.320000E-10*Tgas**(-0.4300)*exp(-(5.590000E+03)/Tgas)*pct**(0)/exp(-2.4937782200000003*(log(Tgas)-1)+0.00719307275*Tgas/2+4.43531396e-06*Tgas**2/6+-1.523052515e-08*Tgas**3/12+7.61118702e-12*Tgas**4/20-4481.214/Tgas+8.2147123744)
773,CH2NH2,CH4,,CH3NH2,CH3,,2.500000E-18*Tgas**(1.8700)*exp(-(4.615000E+03)/Tgas)*pct**(0)/exp(-0.5894940099999992*(log(Tgas)-1)+0.002115527479999999*Tgas/2+-6.171747700000004e-06*Tgas**2/6+7.141702400000016e-09*Tgas**3/12+-2.7123785000000026e-12*Tgas**4/20--6088.327939999999/Tgas+2.91813755)
774,NH2,NH2,,N2H3,H,,2.660000E-12*Tgas**(0.0000)*exp(-(0.000000E+00)/Tgas)*pct**(0)/exp(2.46270527*(log(Tgas)-1)+-0.00544107244*Tgas/2+-8.990784420000001e-06*Tgas**2/6+1.9474628499999996e-08*Tgas**3/12+-8.986098040000001e-12*Tgas**4/20--8920.898399999998/Tgas+-7.5660372888)
775,CH3CHO,H,,O,C2H5,,1.330000E-10*Tgas**(0.0000)*exp(-(0.000000E+00)/Tgas)*pct**(0)/exp(-0.18066665000000004*(log(Tgas)-1)+0.00365508539*Tgas/2+-7.374863159999999e-06*Tgas**2/6+7.209556140000008e-09*Tgas**3/12+-2.761999109999999e-12*Tgas**4/20--38190.5116/Tgas+-2.8426382300000004)
776,HNO,H,,NH,OH,,3.320000E-11*Tgas**(0.0000)*exp(-(0.000000E+00)/Tgas)*pct**(0)/exp(-0.4496788699999996*(log(Tgas)-1)+-0.0035961629399999997*Tgas/2+1.5392279949999998e-05*Tgas**2/6+-1.579063346e-08*Tgas**3/12+5.23069571e-12*Tgas**4/20--8382.910259999993/Tgas+-0.447875243)
777,HNO,CO,,NO,HCO,,1.200000E-11*Tgas**(0.0000)*exp(-(0.000000E+00)/Tgas)*pct**(0)/exp(-0.3413558200000004*(log(Tgas)-1)+0.0016648463499999997*Tgas/2+-5.510663e-06*Tgas**2/6+6.483437929999999e-09*Tgas**3/12+-2.52595374e-12*Tgas**4/20--16443.297189999997/Tgas+-0.3373905399999999)
778,NO,NH3,,NH2,HNO,,1.500000E-18*Tgas**(1.9400)*exp(-(-5.800000E+02)/Tgas)*pct**(0)/exp(-0.047885430000000895*(log(Tgas)-1)+-0.00259623683*Tgas/2+6.988037960000003e-06*Tgas**2/6+-7.188358220000001e-09*Tgas**3/12+2.5864732399999994e-12*Tgas**4/20--29667.064400000003/Tgas+-0.7165782556)
779,N2H2,NH2,,N2H3,NH,,2.700000E-12*Tgas**(0.0000)*exp(-(0.000000E+00)/Tgas)*pct**(0)/exp(2.18843505*(log(Tgas)-1)+-0.01448602789*Tgas/2+2.4472369419999998e-05*Tgas**2/6+-1.6408142970000005e-08*Tgas**3/12+3.97892504e-12*Tgas**4/20--23915.349099999992/Tgas+-9.6795640048)
780,NH3,HCN,,NH2,H2CN,,2.290000E-08*Tgas**(-1.0600)*exp(-(6.080000E+01)/Tgas)*pct**(0)/exp(-1.4502122099999997*(log(Tgas)-1)+0.00984201615*Tgas/2+-2.4801295639999998e-05*Tgas**2/6+2.5525339350000007e-08*Tgas**3/12+-9.29696971e-12*Tgas**4/20--40788.95524/Tgas+3.2316162343999997)
781,NH3,N,,NH,NH2,,1.590000E-20*Tgas**(2.4600)*exp(-(5.400000E+01)/Tgas)*pct**(0)/exp(-0.7241790200000002*(log(Tgas)-1)+-0.00395358508*Tgas/2+1.595265334e-05*Tgas**2/6+-1.7517599669999997e-08*Tgas**3/12+6.37481523e-12*Tgas**4/20--13895.197939999991/Tgas+1.0915296643999999)
